item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0
Salted Caramel Fudge Cookies,0 g,0 mg,80,0 mg,0.5 g,1 mg,0.5 g,2.3 g,110 mg,6 g,11 g,3.5 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-salted-caramel-fudge-cookies/_kF9DUSNSc-oj4y7fO16Ug,,,,,,0.0,g,0.0,mg,0.0,mg,0.5,g,1.0,mg,0.5,g,2.3,g,110.0,mg,6.0,g,11.0,g,3.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"The Grillmaster, Bbq Chicken Pizza",0 g,150 mg,340,30 mg,2 g,3 mg,15 g,5 g,810 mg,6 g,45 g,11 g,0 g,400 mg,12 mg,Food Lion,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-the-grillmaster-bbq-chicken-pizza/amBW5_7ARteeQF6fdhjZlw,,,,,,0.0,g,150.0,mg,30.0,mg,2.0,g,3.0,mg,15.0,g,5.0,g,810.0,mg,6.0,g,45.0,g,11.0,g,400.0,mg,12.0,mg,,,0.0,g,,,,,,,,,
"Simple Living, Oat Cereal",0 g,100 mg,120,0 mg,2 g,9 mg,3 g,0 g,140 mg,6 g,26 g,1.5 g,0 g,0 mg,0 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-simple-living-oat-cereal/zPe2NEpnSBavg-2u_IfDPA,150 mg,,,,,0.0,g,100.0,mg,0.0,mg,2.0,g,9.0,mg,3.0,g,0.0,g,140.0,mg,6.0,g,26.0,g,1.5,g,0.0,mg,0.0,mg,150.0,mg,0.0,g,,,,,,,,,
Beef Broth,0 g,,10,0 mg,0 g,,2 g,0 g,850 mg,0 g,0 g,0 g,0 g,,,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-beef-broth/zFKO4xRfRNmXeTCUxIwmZA,,,,,,0.0,g,,,0.0,mg,0.0,g,,,2.0,g,0.0,g,850.0,mg,0.0,g,0.0,g,0.0,g,,,,,,,0.0,g,,,,,,,,,
"Waffles, Chocolate Chip",0 g,100 mg,120,3 mg,0.5 g,2 mg,2 g,0.8 g,235 mg,3 g,15.5 g,5.5 g,0 g,500 mg,0 mg,Food Lion,Waffles,https://www.calorieking.com/us/en/foods/f/calories-in-waffles-waffles-chocolate-chip/jwVgqZBkQASWCDik1m_RBQ,18 mg,,,,,0.0,g,100.0,mg,3.0,mg,0.5,g,2.0,mg,2.0,g,0.8,g,235.0,mg,3.0,g,15.5,g,5.5,g,500.0,mg,0.0,mg,18.0,mg,0.0,g,,,,,,,,,
Mini Chocolate Chip Cookies,0 g,0 mg,40,2 mg,0.3 g,1 mg,0.7 g,0.8 g,35 mg,3.3 g,6 g,1.5 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-mini-chocolate-chip-cookies/h_ItIq8kQwqSiQM9yZJYog,,,,,,0.0,g,0.0,mg,2.0,mg,0.3,g,1.0,mg,0.7,g,0.8,g,35.0,mg,3.3,g,6.0,g,1.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Golden Delicious Apples, Sweet & Mild",0 g,20 mg,130,0 mg,5 g,1 mg,1 g,0 g,0 mg,25 g,34 g,0 g,0 g,100 mg,5 mg,Food Lion,Fruit Snacks,https://www.calorieking.com/us/en/foods/f/calories-in-fruit-snacks-golden-delicious-apples-sweet-mild/KAA2d7ssSf-2NzvGZTdolQ,260 mg,,,,,0.0,g,20.0,mg,0.0,mg,5.0,g,1.0,mg,1.0,g,0.0,g,0.0,mg,25.0,g,34.0,g,0.0,g,100.0,mg,5.0,mg,260.0,mg,0.0,g,,,,,,,,,
Pineapple Tidbits In Juice,0 g,20 mg,70,0 mg,1 g,0 mg,0 g,0 g,0 mg,14 g,17 g,0 g,0 g,0 mg,6 mg,Food Lion,Canned or Bottled Fruits,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-pineapple-tidbits-in-juice/M-AdEsdRR6ygiF6t9kxijQ,,,,,,0.0,g,20.0,mg,0.0,mg,1.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,14.0,g,17.0,g,0.0,g,0.0,mg,6.0,mg,,,0.0,g,,,,,,,,,
Traditional Pork & Beans In Tomato Sauce,0 g,40 mg,110,0 mg,6 g,1 mg,6 g,0 g,390 mg,7 g,23 g,1 g,0 g,0 mg,0 mg,Food Lion,Canned Meals,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-traditional-pork-beans-in-tomato-sauce/zYolS1mYR2OOwxnzxeSv4w,,,,,,0.0,g,40.0,mg,0.0,mg,6.0,g,1.0,mg,6.0,g,0.0,g,390.0,mg,7.0,g,23.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Classic Condensed Chicken Noodle Soup,0 g,0 mg,70,15 mg,1 g,1 mg,3 g,0.5 g,900 mg,0 g,9 g,2 g,0 g,100 mg,0 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-classic-condensed-chicken-noodle-soup/cHOK2lCWQ5yNL5-x3Kai6w,,,,,,0.0,g,0.0,mg,15.0,mg,1.0,g,1.0,mg,3.0,g,0.5,g,900.0,mg,0.0,g,9.0,g,2.0,g,100.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Toaster Pastries, Frosted Cheery",0 g,0 mg,200,0 mg,1 g,2 mg,2 g,2 g,180 mg,16 g,37 g,5 g,0 g,500 mg,0 mg,Food Lion,Pastries,https://www.calorieking.com/us/en/foods/f/calories-in-pastries-toaster-pastries-frosted-cheery/l3RNr8czTB6lDXIwlkJe8w,,,,,,0.0,g,0.0,mg,0.0,mg,1.0,g,2.0,mg,2.0,g,2.0,g,180.0,mg,16.0,g,37.0,g,5.0,g,500.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Cut Leaf Spinach, frozen",0 g,80 mg,30,0 mg,1 g,1 mg,2 g,0 g,125 mg,1 g,3 g,0 g,0 g,2500 mg,1 mg,Food Lion,Frozen Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-cut-leaf-spinach-frozen/9bpJJeu-ThC1kAYhS3e9oA,,,,,,0.0,g,80.0,mg,0.0,mg,1.0,g,1.0,mg,2.0,g,0.0,g,125.0,mg,1.0,g,3.0,g,0.0,g,2500.0,mg,1.0,mg,,,0.0,g,,,,,,,,,
"Woven Wheats, Baked Whole Wheat Crackers, Original",0 g,,120,0 mg,3 g,1 mg,3 g,0.5 g,160 mg,0 g,20 g,4 g,0 g,,,Food Lion,Crackers,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-woven-wheats-baked-whole-wheat-crackers-original/QdGEYUGtSouk3hwP-w99BQ,105 mg,,,,,0.0,g,,,0.0,mg,3.0,g,1.0,mg,3.0,g,0.5,g,160.0,mg,0.0,g,20.0,g,4.0,g,,,,,105.0,mg,0.0,g,,,,,,,,,
Hostess Mix,0 g,,23,0 mg,,,0 g,0 g,5 mg,4.3 g,5.7 g,0 g,0 g,,,Food Lion,Candy,https://www.calorieking.com/us/en/foods/f/calories-in-candy-hostess-mix/ncQTXN3nTdmZxXQorM4yeA,,,,,,0.0,g,,,0.0,mg,,,,,0.0,g,0.0,g,5.0,mg,4.3,g,5.7,g,0.0,g,,,,,,,0.0,g,,,,,,,,,
"Crackers, Cream Cheese And Chive",0 g,60 mg,200,0 mg,1 g,1 mg,3 g,3 g,280 mg,5 g,24 g,10 g,0 g,0 mg,1 mg,Food Lion,Crackers,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-crackers-cream-cheese-and-chive/DqZcgPH7Qwq6xbkF2rFqag,,,,,,0.0,g,60.0,mg,0.0,mg,1.0,g,1.0,mg,3.0,g,3.0,g,280.0,mg,5.0,g,24.0,g,10.0,g,0.0,mg,1.0,mg,,,0.0,g,,,,,,,,,
Fudge Covered Graham Cookies,0 g,0 mg,47,0 mg,0.3 g,1 mg,0.3 g,1.5 g,27 mg,3 g,6.3 g,2 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudge-covered-graham-cookies/ZJjg1ueITV-xkzt__LoKdg,,,,,,0.0,g,0.0,mg,0.0,mg,0.3,g,1.0,mg,0.3,g,1.5,g,27.0,mg,3.0,g,6.3,g,2.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Lower Sugar Instant Oatmeal, Apple & Cinnamon",0 g,100 mg,110,0 mg,3 g,4 mg,3 g,0 g,125 mg,6 g,23 g,1.5 g,0 g,1000 mg,0 mg,Food Lion,"Breakfast Cereals, To Be Cooked",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-lower-sugar-instant-oatmeal-apple-cinnamon/nJs06USSTxq7iNQvp9qz7g,115 mg,,,,,0.0,g,100.0,mg,0.0,mg,3.0,g,4.0,mg,3.0,g,0.0,g,125.0,mg,6.0,g,23.0,g,1.5,g,1000.0,mg,0.0,mg,115.0,mg,0.0,g,,,,,,,,,
Mini Marshmallows,0 g,,100,,,,1 g,0 g,15 mg,16 g,24 g,0 g,0 g,,,Food Lion,Candy,https://www.calorieking.com/us/en/foods/f/calories-in-candy-mini-marshmallows/87d0TCvsTnWkpRxDS4NsPg,,,,,,0.0,g,,,,,,,,,1.0,g,0.0,g,15.0,mg,16.0,g,24.0,g,0.0,g,,,,,,,0.0,g,,,,,,,,,
Sliced Bacon,0 g,,45,5 mg,0 g,,2 g,1.3 g,120 mg,0 g,0 g,3.5 g,0 g,,,Food Lion,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-bacon/-I7v8q3uSpie-UYlB-cnBA,,,,,,0.0,g,,,5.0,mg,0.0,g,,,2.0,g,1.3,g,120.0,mg,0.0,g,0.0,g,3.5,g,,,,,,,0.0,g,,,,,,,,,
"Sweet & Crispy Graham Crackers, Honey, Reduced Fat",0 g,75 mg,70,0 mg,1 g,1 mg,1 g,0 g,90 mg,4 g,14 g,1 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-sweet-crispy-graham-crackers-honey-reduced-fat/_XBz_dV8TwWpFt4mQkvb6g,30 mg,,,,,0.0,g,75.0,mg,0.0,mg,1.0,g,1.0,mg,1.0,g,0.0,g,90.0,mg,4.0,g,14.0,g,1.0,g,0.0,mg,0.0,mg,30.0,mg,0.0,g,,,,,,,,,
"Dry Roasted Peanuts, Honey Roasted",0 g,0 mg,160,0 mg,2 g,1 mg,6 g,1.5 g,80 mg,4 g,8 g,12 g,0 g,0 mg,0 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-dry-roasted-peanuts-honey-roasted/ocFAzPk_SPOalqV1VvhOZw,160 mg,,,,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,6.0,g,1.5,g,80.0,mg,4.0,g,8.0,g,12.0,g,0.0,mg,0.0,mg,160.0,mg,0.0,g,,,,,,,,,
"Crispy Thin Crust Pizza, Margherita",0 g,600 mg,440,60 mg,1 g,1 mg,21 g,12 g,700 mg,1 g,36 g,24 g,0.5 g,750 mg,5 mg,Food Lion,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-crispy-thin-crust-pizza-margherita/YywW1NK8Rz21aTTUdEJ1Vg,,,,,,0.0,g,600.0,mg,60.0,mg,1.0,g,1.0,mg,21.0,g,12.0,g,700.0,mg,1.0,g,36.0,g,24.0,g,750.0,mg,5.0,mg,,,0.5,g,,,,,,,,,
"Fudge Drizzled Cookies, Caramel Coconut",0 g,10 mg,65,0 mg,0.5 g,1 mg,0.5 g,2.5 g,30 mg,5.5 g,9 g,3 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudge-drizzled-cookies-caramel-coconut/hOQR2xG3QBqxW9YQiFGwKg,23 mg,,,,,0.0,g,10.0,mg,0.0,mg,0.5,g,1.0,mg,0.5,g,2.5,g,30.0,mg,5.5,g,9.0,g,3.0,g,0.0,mg,0.0,mg,23.0,mg,0.0,g,,,,,,,,,
Hard & Soft Taco Dinner Kit,0 g,60 mg,160,0 mg,3 g,1 mg,4 g,1.5 g,780 mg,2 g,26 g,5 g,0 g,500 mg,9 mg,Food Lion,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-hard-soft-taco-dinner-kit/9je7uugaQyG_KDNfobYOfA,,,,,,0.0,g,60.0,mg,0.0,mg,3.0,g,1.0,mg,4.0,g,1.5,g,780.0,mg,2.0,g,26.0,g,5.0,g,500.0,mg,9.0,mg,,,0.0,g,,,,,,,,,
French Fried Potatoes,0 g,0 mg,160,0 mg,2 g,1 mg,2 g,1 g,370 mg,0 g,21 g,8 g,0 g,0 mg,4 mg,Food Lion,Frozen Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-french-fried-potatoes/U81zZg5DT3KXO576IGHiEQ,200 mg,,,,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,2.0,g,1.0,g,370.0,mg,0.0,g,21.0,g,8.0,g,0.0,mg,4.0,mg,200.0,mg,0.0,g,,,,,,,,,
Whole Segments Mandarin Oranges In Light Syrup,0 g,0 mg,160,0 mg,0 g,0 mg,0 g,0 g,20 mg,34 g,38 g,0 g,0 g,600 mg,18 mg,Food Lion,Canned or Bottled Fruits,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-whole-segments-mandarin-oranges-in-light-syrup/PK03Fi34SAuPbKSFSmy5Cw,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,20.0,mg,34.0,g,38.0,g,0.0,g,600.0,mg,18.0,mg,,,0.0,g,,,,,,,,,
Restaurant Style French Fried Potatoes,0 g,0 mg,130,0 mg,2 g,1 mg,2 g,0 g,30 mg,0 g,20 g,3 g,0 g,0 mg,6 mg,Food Lion,Frozen Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-restaurant-style-french-fried-potatoes/woutf090T_yet9ltnuIGdw,310 mg,,,,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,2.0,g,0.0,g,30.0,mg,0.0,g,20.0,g,3.0,g,0.0,mg,6.0,mg,310.0,mg,0.0,g,,,,,,,,,
"Chicken Noodle Ready to Serve Soup, Light, canned",0 g,20 mg,70,20 mg,3 g,1 mg,6 g,0 g,680 mg,1 g,8 g,1.5 g,0 g,2000 mg,0 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-chicken-noodle-ready-to-serve-soup-light-canned/ANgIz9rbR22l57FfUwx-ng,440 mg,,,,,0.0,g,20.0,mg,20.0,mg,3.0,g,1.0,mg,6.0,g,0.0,g,680.0,mg,1.0,g,8.0,g,1.5,g,2000.0,mg,0.0,mg,440.0,mg,0.0,g,,,,,,,,,
Oatmeal Cremes Wrapped Cookies,0 g,0 mg,170,0 mg,1 g,1 mg,1 g,3.5 g,170 mg,11 g,24 g,7 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-oatmeal-cremes-wrapped-cookies/go0YeEjMTUeuzqdfMhP7nA,,,,,,0.0,g,0.0,mg,0.0,mg,1.0,g,1.0,mg,1.0,g,3.5,g,170.0,mg,11.0,g,24.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Lotsa' Noodles Condensed Soup,0 g,0 mg,90,20 mg,1 g,1 mg,3 g,0.5 g,480 mg,0 g,14 g,2 g,0 g,750 mg,0 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-lotsa-noodles-condensed-soup/UHqH5ghmRF2RtRu8cZalvw,560 mg,,,,,0.0,g,0.0,mg,20.0,mg,1.0,g,1.0,mg,3.0,g,0.5,g,480.0,mg,0.0,g,14.0,g,2.0,g,750.0,mg,0.0,mg,560.0,mg,0.0,g,,,,,,,,,
Tasteeos Sweetened Toasted Oat Cereal,0 g,100 mg,110,0 mg,2 g,5 mg,2 g,0 g,140 mg,9 g,22 g,1.5 g,0 g,1000 mg,6 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-tasteeos-sweetened-toasted-oat-cereal/leIrDaQHTwGH0kUVvFEbhA,125 mg,,,,,0.0,g,100.0,mg,0.0,mg,2.0,g,5.0,mg,2.0,g,0.0,g,140.0,mg,9.0,g,22.0,g,1.5,g,1000.0,mg,6.0,mg,125.0,mg,0.0,g,,,,,,,,,
Condensed Vegetable With Beef Stock Soup,0 g,20 mg,100,0 mg,2 g,1 mg,4 g,0 g,630 mg,6 g,20 g,0.5 g,0 g,2000 mg,5 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-condensed-vegetable-with-beef-stock-soup/rR1aRjwGSXquhUHf6bskTQ,640 mg,,,,,0.0,g,20.0,mg,0.0,mg,2.0,g,1.0,mg,4.0,g,0.0,g,630.0,mg,6.0,g,20.0,g,0.5,g,2000.0,mg,5.0,mg,640.0,mg,0.0,g,,,,,,,,,
"Trail Mix, Breakfast Blend",0 g,20 mg,140,0 mg,1 g,1 mg,2 g,2.5 g,45 mg,12 g,17 g,8 g,0 g,0 mg,0 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-trail-mix-breakfast-blend/MMa9BhEeRq-ZdR9vKk_zdg,,,,,,0.0,g,20.0,mg,0.0,mg,1.0,g,1.0,mg,2.0,g,2.5,g,45.0,mg,12.0,g,17.0,g,8.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Cookies, Fudge Marshmallow Whirls",0 g,20 mg,130,0 mg,1 g,1 mg,1 g,2.5 g,45 mg,14 g,20 g,5 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-cookies-fudge-marshmallow-whirls/TdhiUX6URfirs8M_y9YjaA,60 mg,,,,,0.0,g,20.0,mg,0.0,mg,1.0,g,1.0,mg,1.0,g,2.5,g,45.0,mg,14.0,g,20.0,g,5.0,g,0.0,mg,0.0,mg,60.0,mg,0.0,g,,,,,,,,,
"Tomato Basil, Soup",0 g,100 mg,110,10 mg,2 g,0 mg,2 g,2.5 g,630 mg,11 g,16 g,3.5 g,0 g,400 mg,0 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-tomato-basil-soup/meYK85tpSISDNbvJe4Berw,,,,,,0.0,g,100.0,mg,10.0,mg,2.0,g,0.0,mg,2.0,g,2.5,g,630.0,mg,11.0,g,16.0,g,3.5,g,400.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Pepperoni Stuffed Sandwiches,0 g,150 mg,340,25 mg,2 g,3 mg,11 g,8 g,570 mg,3 g,40 g,15 g,0 g,200 mg,5 mg,Food Lion,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-pepperoni-stuffed-sandwiches/meVtInx3Qhy1Tn51foVG5g,,,,,,0.0,g,150.0,mg,25.0,mg,2.0,g,3.0,mg,11.0,g,8.0,g,570.0,mg,3.0,g,40.0,g,15.0,g,200.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
"Pudding Packs, Chocolate-Vanilla",0 g,300 mg,110,0 mg,2 g,1 mg,1 g,1 g,115 mg,13 g,20 g,2.5 g,0 g,0 mg,0 mg,Food Lion,Puddings,https://www.calorieking.com/us/en/foods/f/calories-in-puddings-pudding-packs-chocolate-vanilla/Pa9CHwnLQxGyAMPkNIKcNw,,,,,,0.0,g,300.0,mg,0.0,mg,2.0,g,1.0,mg,1.0,g,1.0,g,115.0,mg,13.0,g,20.0,g,2.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Pizza Bites,0 g,7 mg,37,2 mg,0.3 g,1 mg,1.2 g,0.5 g,87 mg,0.5 g,4.8 g,1.5 g,0 g,17 mg,1 mg,Food Lion,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-pizza-bites/8TILDChpQduwNlNCrJMIKg,,,,,,0.0,g,7.0,mg,2.0,mg,0.3,g,1.0,mg,1.2,g,0.5,g,87.0,mg,0.5,g,4.8,g,1.5,g,17.0,mg,1.0,mg,,,0.0,g,,,,,,,,,
Granola Cereal,0 g,40 mg,480,0 mg,6 g,3 mg,10 g,2 g,260 mg,32 g,82 g,12 g,0 g,0 mg,0 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-granola-cereal/3j2HKQTfQQqWuJ50SmkjRw,400 mg,,,,,0.0,g,40.0,mg,0.0,mg,6.0,g,3.0,mg,10.0,g,2.0,g,260.0,mg,32.0,g,82.0,g,12.0,g,0.0,mg,0.0,mg,400.0,mg,0.0,g,,,,,,,,,
"Nonfat Frozen Yogurt, Peach",0 g,160 mg,200,0 mg,0 g,0 mg,4 g,0 g,150 mg,34 g,44 g,0 g,0 g,400 mg,5 mg,Food Lion,Frozen Yogurt,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-yogurt-nonfat-frozen-yogurt-peach/shkvpicGQqew5nSCaXeGPA,,,,,,0.0,g,160.0,mg,0.0,mg,0.0,g,0.0,mg,4.0,g,0.0,g,150.0,mg,34.0,g,44.0,g,0.0,g,400.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
100% White Corn Tortilla Rounds Chips,0 g,0 mg,150,0 mg,2 g,1 mg,2 g,1 g,85 mg,0 g,18 g,8 g,0 g,0 mg,0 mg,Food Lion,Tortilla Chips,https://www.calorieking.com/us/en/foods/f/calories-in-tortilla-chips-100-white-corn-tortilla-rounds-chips/KznY_y-PTRixp-LFT8fM8g,40 mg,,,,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,2.0,g,1.0,g,85.0,mg,0.0,g,18.0,g,8.0,g,0.0,mg,0.0,mg,40.0,mg,0.0,g,,,,,,,,,
Gummi Bears,0 g,,10,0 mg,,,0.2 g,0 g,1 mg,1.6 g,2.4 g,0 g,0 g,,,Food Lion,Candy,https://www.calorieking.com/us/en/foods/f/calories-in-candy-gummi-bears/kTpg4ym6QcWMT4FeM-z3VA,,,,,,0.0,g,,,0.0,mg,,,,,0.2,g,0.0,g,1.0,mg,1.6,g,2.4,g,0.0,g,,,,,,,0.0,g,,,,,,,,,
Chocolate Chip Brownies,0 g,0 mg,210,5 mg,1 g,1 mg,2 g,4.5 g,125 mg,17 g,33 g,8 g,0 g,0 mg,0 mg,Food Lion,Cakes,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-chocolate-chip-brownies/6JJ29RSTSVONaa37HdiA9A,,,,,,0.0,g,0.0,mg,5.0,mg,1.0,g,1.0,mg,2.0,g,4.5,g,125.0,mg,17.0,g,33.0,g,8.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Sugar Free Black Cherry Gelatin Bites,0 g,0 mg,30,0 mg,0 g,0 mg,6 g,0 g,80 mg,0 g,0 g,0 g,0 g,0 mg,0 mg,Food Lion,Desserts,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-sugar-free-black-cherry-gelatin-bites/movK9z1QQIi2uE2yS3685g,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,6.0,g,0.0,g,80.0,mg,0.0,g,0.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Crispy Thin Crust Pizza, Cheese",0 g,250 mg,360,15 mg,2 g,3 mg,13 g,4.5 g,490 mg,4 g,49 g,13 g,0 g,300 mg,5 mg,Food Lion,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-crispy-thin-crust-pizza-cheese/bRSMrLv0SkGbvQE0HAqxow,,,,,,0.0,g,250.0,mg,15.0,mg,2.0,g,3.0,mg,13.0,g,4.5,g,490.0,mg,4.0,g,49.0,g,13.0,g,300.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
Trail Mix Fruit & Nut,0 g,0 mg,480,0 mg,4 g,1 mg,8 g,8 g,120 mg,64 g,84 g,18 g,0 g,0 mg,10 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-trail-mix-fruit-nut/vVdpKHOuRrGXf1mGDimfpg,420 mg,,,,,0.0,g,0.0,mg,0.0,mg,4.0,g,1.0,mg,8.0,g,8.0,g,120.0,mg,64.0,g,84.0,g,18.0,g,0.0,mg,10.0,mg,420.0,mg,0.0,g,,,,,,,,,
"Breakfast Biscuits, Blueberry",0 g,0 mg,230,0 mg,3 g,2 mg,4 g,0.5 g,230 mg,13 g,37 g,8 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-breakfast-biscuits-blueberry/d6F7PjwvRduj688iBqoHwQ,,,,,,0.0,g,0.0,mg,0.0,mg,3.0,g,2.0,mg,4.0,g,0.5,g,230.0,mg,13.0,g,37.0,g,8.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Chunky Chicken Noodle, Ready To Serve Soup",0 g,20 mg,120,25 mg,1 g,1 mg,8 g,1 g,690 mg,2 g,15 g,2.5 g,0 g,2500 mg,0 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-chunky-chicken-noodle-ready-to-serve-soup/HDQFxK82RG-EMzqZ8sZCkA,330 mg,,,,,0.0,g,20.0,mg,25.0,mg,1.0,g,1.0,mg,8.0,g,1.0,g,690.0,mg,2.0,g,15.0,g,2.5,g,2500.0,mg,0.0,mg,330.0,mg,0.0,g,,,,,,,,,
Penguin Crackers,0 g,1 mg,2,0 mg,0 g,1 mg,0 0.1 g,0 g,4 mg,0 0.1 g,0.3 g,0 0.1 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-penguin-crackers/Uu0kah6GQIiS843JTv0_HA,1 mg,,,,,0.0,g,1.0,mg,0.0,mg,0.0,g,1.0,mg,0.0,0.1,0.0,g,4.0,mg,0.0,0.1,0.3,g,0.0,0.1,0.0,mg,0.0,mg,1.0,mg,0.0,g,,,,,,,,,
